identifier,class,subclass,luminosity_class,full_class,recno,spt,effective_temperature_1,log_surface_gravity_1,metallicity_fe_h_1,visual_magnitude,effective_temperature_2,log_surface_gravity_2,metallicity_fe_h_2,radius,mass,luminosity,distance,lamost,date
19881031_J041039.41+181030.4,F,F0,,F0,4044,kA6hF1mF0,7274.0,4.1,-0.287,13.862,7230.0,4.3364,-0.3274,1.431,1.62,5.04161,826.265,J041039.41+181030.4,1988-10-31 18:45:00
19891222_J041150.29+182425.4,F,F0,,F0,4088,kA5hA7mA9,7149.0,4.124,-0.259,13.946,6640.0,4.0415,,1.868,1.4,6.11035,860.104,J041150.29+182425.4,1989-12-22 15:24:00
19901018_J040954.10+184426.6,F,F0,,F0,4019,kA7hF0mF0,6966.0,4.098,-0.413,13.878,7017.0,4.2637,-0.3845,1.522,1.55,5.05866,701.175,J040954.10+184426.6,1990-10-18 17:18:00
19860210_J040634.21+183713.5,F,F0,,F0,3908,kA7hF0mF1,7448.0,3.875,0.203,12.443,7454.0,4.0743,0.206,1.988,1.71,10.99086,678.684,J040634.21+183713.5,1986-02-10 11:04:00
19901018_J041004.94+184857.5,F,F0,,F0,4025,kA8hF2mF3,6583.0,4.162,-0.07,14.269,6066.0,4.1149,,1.542,1.13,2.90137,686.048,J041004.94+184857.5,1990-10-18 18:30:00
19881031_J041811.52+172333.1,F,F0,,F0,4320,kA3hA9mF1,7217.0,4.077,0.188,11.015,7238.0,4.0112,0.1909,2.085,1.627,10.75068,389.038,J041811.52+172333.1,1988-10-31 18:45:00
19891222_J041811.97+173723.1,A,A6,IV,A6IV,4321,kA2hA6mF4,,,,12.336,8366.0,4.1907,-0.443,1.913,2.07,16.1437,707.693,J041811.97+173723.1,1989-12-22 15:24:00
19841005_J041853.65+174237.8,A,A7,V,A7V,4350,kA4hA9mA7,7505.0,4.083,-0.345,16.148,7496.0,4.2064,-0.358,1.717,1.73,8.38917,2826.03,J041853.65+174237.8,1984-10-05 18:55:00
19860205_J041914.43+175742.6,A,A7,V,A7V,4367,kA4hF0mF0,7285.0,4.239,-0.51,15.115,7293.0,,-0.512,,,,1514.37,J041914.43+175742.6,1986-02-05 12:01:00
19841208_J041611.53+174726.5,A,A7,V,A7V,4241,kA5hA7mA9,7382.0,4.036,-0.029,12.015,7385.0,4.1835,-0.0367,1.738,1.68,8.09086,411.696,J041611.53+174726.5,1984-12-08 15:14:00
19901211_J041820.21+183947.4,F,F0,,F0,4328,kA6hF2mF1,7031.0,4.27,-0.398,14.037,6462.0,,,,,,846.88,J041820.21+183947.4,1990-12-11 14:12:00
19910110_J041915.81+184710.1,F,F0,,F0,4369,kA7hF2mF1,7189.0,4.075,-0.254,12.686,7143.0,3.8839,-0.2691,2.387,1.59,13.35767,784.75,J041915.81+184710.1,1991-01-10 13:30:00
19830210_J042454.36+183402.0,A,A7,IV,A7IV,4563,kA8hF1mF1,7227.0,4.004,-0.016,11.631,7192.0,4.2256,,1.621,1.61,6.33111,347.803,J042454.36+183402.0,1983-02-10 11:14:00
19910110_J042553.52+183306.4,F,F0,,F0,4596,kA9hF4mF3,6753.0,3.839,0.061,13.222,6732.0,3.6613,0.0794,2.924,1.43,15.82512,1004.35,J042553.52+183306.4,1991-01-10 13:30:00
19910110_J042304.20+192025.1,F,F0,,F0,4497,kA3hA9mF0,7106.0,4.041,0.074,14.048,7332.0,3.7828,,2.74,1.66,19.54125,1305.87,J042304.20+192025.1,1991-01-10 13:30:00
19841227_J042251.76+192509.9,A,A7,V,A7V,4492,kA3hA5mA7,7854.0,3.979,0.112,,,,,,,,,J042251.76+192509.9,1984-12-27 14:57:00
19841227_J041914.07+192836.1,A,A7,IV,A7IV,4366,kA6hF1mF3,7182.0,4.234,0.058,,,,,,,,,J041914.07+192836.1,1984-12-27 14:57:00
19891222_J042012.21+192945.8,F,F0,,F0,4396,kA6hA9mF0,7128.0,4.195,-0.186,12.719,7095.0,4.1254,-0.238,1.796,1.57,7.36267,679.317,J042012.21+192945.8,1989-12-22 15:24:00
19841227_J042025.21+193346.2,F,F0,,F0,4403,kA6hF0mA9,7328.0,4.093,-0.258,14.056,7330.0,3.979,-0.259,2.186,1.66,12.42832,1765.47,J042025.21+193346.2,1984-12-27 14:57:00
19830210_J042113.53+195025.0,A,A5,V,A5V,4442,kA3hA5mA8,,,,12.001,7286.0,3.8498,,2.521,1.64,16.13665,765.92,J042113.53+195025.0,1983-02-10 11:17:00
19910206_J042250.82+194918.6,F,F0,,F0,4490,kF1hA8mF6,7726.0,3.751,-0.08,12.215,7731.0,3.659,-0.025,3.308,1.82,35.21832,941.464,J042250.82+194918.6,1991-02-06 12:16:00
19891222_J041117.71+185534.2,F,F0,,F0,4071,kA7hF2mF1,6678.0,4.126,-0.213,12.622,6682.0,4.3565,-0.183,1.304,1.41,3.05591,285.527,J041117.71+185534.2,1989-12-22 15:24:00
19891222_J041340.90+190615.3,A,A7,V,A7V,4156,kA6hA9mA9,7542.0,4.224,-0.352,14.675,6264.0,4.0261,,1.775,1.22,4.36947,1109.3199,J041340.90+190615.3,1989-12-22 14:08:00
19841005_J041742.24+191427.8,A,A6,IV,A6IV,4302,kA3hA5mA7,,,,14.921,7504.0,4.196,-0.546,1.738,1.73,8.6292,1863.26,J041742.24+191427.8,1984-10-05 18:55:00
19850213_J041443.22+193515.5,F,F0,,F0,4189,kA7hF3mF3,6955.0,4.111,-0.199,14.487,6966.0,3.9964,-0.197,2.057,1.53,8.9712,1326.63,J041443.22+193515.5,1985-02-13 11:25:00
19841208_J041414.94+194213.0,F,F0,,F0,4175,kA3hA7mF0,7450.0,3.928,0.381,13.021,7444.0,4.3475,0.3901,1.451,1.71,5.82778,513.091,J041414.94+194213.0,1984-12-08 15:14:00
19891222_J041012.91+185242.5,A,A7,IV,A7IV,4030,kA8hF1mF1,,,,15.392,7207.0,,-0.056,,,,1660.39,J041012.91+185242.5,1989-12-22 14:08:00
19891222_J041103.27+193207.2,A,A5,V,A5V,4057,kA2hA7mA9,,,,12.24,6741.0,4.1375,,1.696,1.439,5.34881,430.213,J041103.27+193207.2,1989-12-22 15:24:00
19850213_J041129.02+194450.9,F,F0,,F0,4075,kA2hF1mF0,7186.0,4.091,-0.294,14.31,7187.0,4.4309,-0.293,1.279,1.61,3.93433,929.728,J041129.02+194450.9,1985-02-13 11:25:00
19891222_J041046.27+195759.5,F,F0,,F0,4047,kA6hA9mA9,7328.0,3.943,0.037,12.056,7321.0,4.1412,0.0238,1.813,1.66,8.508,458.95,J041046.27+195759.5,1989-12-22 15:24:00
19841227_J041317.83+200412.9,A,A7,V,A7V,4140,kA3hA5mA8,7374.0,4.061,-0.14,13.912,7457.0,4.3427,-0.1498,1.459,1.71,5.93374,845.083,J041317.83+200412.9,1984-12-27 14:57:00
19840917_J041352.45+200956.8,A,A7,V,A7V,4163,kA2hA8mA9,,,,11.305,8031.0,4.1954,0.535,1.842,1.94,12.71369,430.717,J041352.45+200956.8,1984-09-17 20:34:00
19891222_J041306.64+201711.4,F,F0,,F0,4131,kA9hF2mF2,7240.0,3.773,0.412,14.825,7257.0,4.2224,0.4232,1.637,1.63,6.69288,1274.11,J041306.64+201711.4,1989-12-22 14:08:00
19841208_J041215.16+203207.1,F,F0,,F0,4105,kA6hF2mF1,7164.0,4.017,-0.168,12.746,7182.0,4.1585,-0.1815,1.751,1.61,7.34602,579.571,J041215.16+203207.1,1984-12-08 15:14:00
19841208_J041326.55+203931.1,F,F0,,F0,4146,kA5hA8mF1,7067.0,3.957,-0.036,12.342,7053.0,3.8356,-0.0718,2.499,1.56,13.92258,616.929,J041326.55+203931.1,1984-12-08 15:14:00
19910218_J041819.85+194154.9,F,F0,,F0,4327,kA7hF2mF0,6990.0,4.025,-0.27,13.842,7011.0,4.2022,-0.2446,1.628,1.54,5.76917,1012.69,J041819.85+194154.9,1991-02-18 11:49:00
19840917_J041612.57+200610.8,A,A5,V,A5V,4243,kA3hA7mA8,,,,11.155,7985.0,3.5391,0.04,3.9,1.92,55.71707,786.522,J041612.57+200610.8,1984-09-17 20:34:00
19841208_J041654.26+201538.6,F,F0,,F0,4272,kA5hF0mF3,7014.0,4.371,0.182,11.173,7016.0,,0.1838,1.319,,,,J041654.26+201538.6,1984-12-08 15:14:00
19840204_J041719.86+201833.0,A,A7,V,A7V,4286,kA6hF1mF1,7260.0,4.212,-0.228,14.747,7172.0,4.1777,-0.2262,1.707,1.6,6.94727,1704.89,J041719.86+201833.0,1984-02-04 11:56:00
19891222_J041901.97+202102.4,A,A7,V,A7V,4355,kA3hA8mA8,7911.0,3.949,0.201,14.963,7798.0,3.9225,0.118,2.463,1.85,20.19799,3086.3301,J041901.97+202102.4,1989-12-22 14:08:00
19891222_J042109.19+202552.5,F,F0,,F0,4436,kA6hF2mF1,7058.0,4.071,-0.117,14.152,7143.0,4.2367,-0.025,1.59,1.59,5.92896,1175.17,J042109.19+202552.5,1989-12-22 15:24:00
19881013_J042330.78+205305.7,A,A7,V,A7V,4516,kA3hA7mA9,7539.0,3.852,0.253,,,,,,,,,J042330.78+205305.7,1988-10-13 20:36:00
19841227_J042105.62+204852.6,A,A7,V,A7V,4432,kA7hF0mF1,,,,12.901,7237.0,4.133,-0.172,1.814,1.63,8.13123,821.614,J042105.62+204852.6,1984-12-27 14:57:00
19891222_J041420.67+203459.7,A,A5,V,A5V,4176,kA2hA7mF0,,,,12.518,7548.0,,,1.889,,,,J041420.67+203459.7,1989-12-22 15:24:00
19860110_J041633.17+210012.7,F,F0,,F0,4259,kA8hF1mF3,7064.0,3.938,0.288,11.079,7052.0,,0.2812,2.396,,,295.495,J041633.17+210012.7,1986-01-10 14:26:00
19900129_J041853.87+213847.1,F,F0,,F0,4351,kA6hA9mF1,7203.0,3.917,0.074,15.061,6200.0,3.8587,,2.125,1.19,6.01364,1614.76,J041853.87+213847.1,1990-01-29 11:52:00
19860210_J035424.52+174448.6,A,A6,IV,A6IV,3505,kA4hF1mF1,7246.0,4.18,-0.017,,,,,,,,,J035424.52+174448.6,1986-02-10 11:04:00
19870130_J035610.85+183234.7,A,A6,IV,A6IV,3555,kA3hA5mA7,,,,11.244,7717.0,,,1.949,,,472.663,J035610.85+183234.7,1987-01-30 11:53:00
19860210_J035509.16+190309.2,A,A8,II,A8II,3527,kA7hF1mF0,7178.0,4.073,-0.165,11.225,7178.0,4.1519,-0.165,1.759,1.6,7.39693,432.295,J035509.16+190309.2,1986-02-10 11:04:00
19901018_J040330.24+184224.0,F,F0,,F0,3808,kA2hA5mA9,7230.0,3.978,0.353,,,,,,,,,J040330.24+184224.0,1990-10-18 17:18:00
19840917_J040329.99+184224.0,F,F0,,F0,3807,kA2hA7mF1,7231.0,3.976,0.344,11.383,7214.0,4.0398,0.3441,2.012,1.618,9.87651,399.188,J040329.99+184224.0,1984-09-17 20:34:00
19900219_J040031.98+184919.0,F,F0,,F0,3698,kA5hA3mA9,6534.0,4.179,-0.788,13.871,6533.0,4.4613,-0.7274,1.131,1.35,2.09969,699.515,J040031.98+184919.0,1990-02-19 11:11:00
19860219_J040133.36+192109.3,F,F0,,F0,3748,kA6hF1mA9,7097.0,4.076,-0.104,12.881,7096.0,4.1461,-0.112,1.754,1.57,7.02438,858.724,J040133.36+192109.3,1986-02-19 11:07:00
19840926_J040506.11+195811.8,A,A7,V,A7V,3864,kA3hA5mA7,7357.0,4.193,-0.431,14.897,7359.0,4.4402,-0.429,1.289,1.67,4.38947,1645.01,J040506.11+195811.8,1984-09-26 20:40:00
19840917_J035852.85+192327.6,F,F0,,F0,3637,kA4hA7mA9,7321.0,4.046,-0.001,13.525,7323.0,4.315,0.0181,1.484,1.66,5.70995,1084.7,J035852.85+192327.6,1984-09-17 20:34:00
19870130_J035947.98+192012.5,A,A8,II,A8II,3674,kA7hA9mF1,,,,,,,,,,,,J035947.98+192012.5,1987-01-30 12:00:00
19901018_J040001.43+193134.0,F,F0,,F0,3684,kA5hA3mA9,6934.0,4.105,-0.422,13.244,7232.0,4.1971,0.1585,1.68,1.62,6.95329,990.299,J040001.43+193134.0,1990-10-18 18:30:00
19840917_J040156.13+195952.3,F,F0,,F0,3768,kA3hA7mF0,7173.0,3.972,0.178,12.093,7171.0,4.0805,0.176,1.909,1.6,8.68163,678.691,J040156.13+195952.3,1984-09-17 20:34:00
19900219_J035049.91+190540.3,F,F0,,F0,3389,kA7hF2mF2,6941.0,3.869,0.165,12.69,6971.0,3.7368,0.1884,2.773,1.53,16.36437,1125.72,J035049.91+190540.3,1990-02-19 11:11:00
19901018_J035341.86+185739.8,F,F0,,F0,3480,kA7hF2mF1,7104.0,4.082,-0.132,13.266,7096.0,4.0414,-0.1511,1.978,1.57,8.94033,1034.55,J035341.86+185739.8,1990-10-18 17:18:00
19870130_J035538.13+192435.3,A,A9,V,A9V,3539,kA6hF2mF3,7211.0,3.885,0.416,11.949,7195.0,3.6567,0.345,3.12,1.61,23.48993,1041.92,J035538.13+192435.3,1987-01-30 11:46:00
19900130_J035453.82+194027.6,A,A1,IV,A1IV,3519,kA1hA2mA3,,,,12.407,8218.0,4.0988,,2.095,2.01,18.04011,998.107,J035453.82+194027.6,1990-01-30 11:09:00
19860202_J035139.73+194009.8,F,F0,,F0,3412,kA6hA9mF0,7293.0,4.017,0.153,15.303,7291.0,3.3155,0.157,4.678,1.65,55.7228,6611.0698,J035139.73+194009.8,1986-02-02 11:40:00
19891231_J034843.35+194108.7,A,A7,V,A7V,3330,kA3hA9mA9,7401.0,4.05,0.069,14.271,,,,,,,1390.5601,J034843.35+194108.7,1989-12-31 13:07:00
19890106_J035047.49+202808.3,F,F0,,F0,3386,kA5hF3mF6,6663.0,4.145,-0.925,14.132,6462.0,3.2582,,4.452,1.31,31.13556,3718.8101,J035047.49+202808.3,1989-01-06 12:26:00
19900130_J035713.78+200517.5,A,A2,V,A2V,3586,kA1hA2mA4,,,,14.288,7900.0,3.7303,,3.105,1.89,33.83912,3373.1001,J035713.78+200517.5,1990-01-30 12:20:00
19900130_J035729.85+201243.8,A,A7,V,A7V,3599,kA6hF0mF0,,,,11.834,7232.0,3.7689,0.2756,2.75,1.62,18.63812,900.638,J035729.85+201243.8,1990-01-30 11:09:00
19860202_J035343.63+200601.2,A,A7,V,A7V,3481,kA4hA5mA8,7427.0,4.1,-0.217,14.772,7429.0,4.1262,-0.211,1.867,1.7,9.56623,2385.27,J035343.63+200601.2,1986-02-02 11:40:00
19901018_J035834.56+203135.7,F,F0,,F0,3630,kA5hA7mA8,6766.0,4.154,-0.652,14.437,6764.0,4.226,-0.627,1.537,1.45,4.45693,1387.29,J035834.56+203135.7,1990-10-18 17:18:00
19900130_J035726.37+205322.0,A,A1,IV,A1IV,3598,kA1hA2mA4,,,,14.793,8230.0,4.4253,,1.442,2.02,8.59863,2333.25,J035726.37+205322.0,1990-01-30 12:20:00
19860219_J035737.59+210525.4,A,A7,V,A7V,3607,kA3hA5mA8,,,,12.571,7242.0,4.2083,,1.663,1.63,6.85591,800.541,J035737.59+210525.4,1986-02-19 11:07:00
19860219_J035604.12+212612.0,F,F0,,F0,3552,kA6hA7mA9,7547.0,3.818,0.195,12.288,7507.0,3.7375,0.141,2.947,1.73,24.84308,1207.95,J035604.12+212612.0,1986-02-19 11:07:00
19840917_J040727.70+194043.4,F,F0,,F0,3936,kA3hA6mA9,7456.0,4.013,0.139,12.993,7448.0,4.1069,0.1389,1.915,1.71,10.16561,1034.65,J040727.70+194043.4,1984-09-17 20:34:00
19840917_J040820.36+194409.1,A,A6,IV,A6IV,3965,kA4hA6mA8,8005.0,3.867,0.183,,,,,,,,,J040820.36+194409.1,1984-09-17 20:34:00
19850213_J040942.07+200204.2,A,A7,V,A7V,4014,kA4hA4mA8,7254.0,4.122,-0.328,15.361,7235.0,4.048,-0.3141,2.0,1.63,9.87869,2733.78,J040942.07+200204.2,1985-02-13 11:25:00
19841208_J041049.27+204417.3,F,F0,,F0,4050,kA4hF3mF5,6953.0,3.924,0.346,12.757,7034.0,3.7098,0.3892,2.879,1.55,18.28845,879.089,J041049.27+204417.3,1984-12-08 15:14:00
19901018_J040516.79+202110.4,F,F0,,F0,3870,kA4hF1mF1,7267.0,4.028,0.063,12.972,7232.0,4.0345,0.043,2.026,1.62,10.1091,993.135,J040516.79+202110.4,1990-10-18 17:18:00
19860219_J040521.91+204345.0,A,A9,V,A9V,3873,kA5hA3mA9,6665.0,4.153,-0.682,14.406,6681.0,4.2428,-0.682,1.487,1.41,3.96834,1018.62,J040521.91+204345.0,1986-02-19 11:07:00
19841227_J040921.91+212505.7,A,A6,IV,A6IV,3997,kA6hA6mA9,,,,,,,,,,,,J040921.91+212505.7,1984-12-27 14:37:00
19860219_J040506.77+212051.4,A,A6,IV,A6IV,3866,kA2hA8mF0,,,,12.554,7256.0,3.6629,,3.117,1.63,24.25748,1174.89,J040506.77+212051.4,1986-02-19 11:07:00
19860110_J040823.13+214046.1,F,F0,,F0,3968,kA5hA5mA8,7272.0,4.093,-0.213,12.851,7267.0,4.1249,-0.218,1.836,1.64,8.47451,758.72,J040823.13+214046.1,1986-01-10 14:26:00
19900129_J041324.29+213616.0,A,A7,V,A7V,4143,kA3hA5mA7,7311.0,4.185,-0.544,15.225,7375.0,4.5412,-0.5419,1.151,1.68,3.53139,1214.49,J041324.29+213616.0,1990-01-29 11:52:00
19840204_J041742.07+215614.6,A,A2,IV,A2IV,4301,kA1hA2mA3,,,,14.709,7940.0,3.8616,,2.684,1.91,25.79008,2974.1201,J041742.07+215614.6,1984-02-04 11:56:00
19840917_J041058.16+214106.9,F,F0,,F0,4054,kA7hF1mF1,7202.0,3.927,-0.005,13.718,7201.0,3.9376,0.0188,2.258,1.61,12.34617,1160.5,J041058.16+214106.9,1984-09-17 20:34:00
19860110_J040934.80+220117.8,F,F0,,F0,4008,kA5hA7mA9,6978.0,4.112,-0.318,14.177,7020.0,3.786,-0.2929,2.638,1.55,15.22158,1621.4399,J040934.80+220117.8,1986-01-10 14:26:00
19860110_J041050.86+221248.8,A,A5,V,A5V,4052,kA4hA6mA7,7728.0,3.944,0.038,13.301,7747.0,4.4745,0.052,1.297,1.83,5.46144,696.182,J041050.86+221248.8,1986-01-10 14:26:00
19900130_J040118.04+210554.4,F,F0,,F0,3733,kA6hF1mF0,7166.0,4.074,-0.174,13.919,7210.0,4.3703,-0.209,1.376,1.62,4.61029,1065.1801,J040118.04+210554.4,1990-01-30 11:09:00
19841110_J040643.35+215713.2,A,A2,V,A2V,3915,kA1hA2mA3,,,,11.625,8261.0,3.8198,,2.903,2.03,35.36719,989.058,J040643.35+215713.2,1984-11-10 17:58:00
19900130_J040336.90+221456.9,A,A7,V,A7V,3811,kA6hA9mA9,,,,11.384,7128.0,3.27,,4.838,1.59,54.44844,1178.14,J040336.90+221456.9,1990-01-30 11:09:00
19830928_J040048.58+222716.6,A,A7,II,A7II,3706,kA6hF3mF5,,,,10.795,6751.0,4.1126,0.0051,1.747,1.443,5.71222,336.158,J040048.58+222716.6,1983-09-28 18:58:00
19841110_J040048.73+222716.6,A,A6,IV,A6IV,3707,kA5hF2mF3,,,,,,,,,,,,J040048.73+222716.6,1984-11-10 17:58:00
19900130_J040103.94+223706.5,A,A7,V,A7V,3721,kA2hA8mA9,,,,13.584,,,,,,,1185.84,J040103.94+223706.5,1990-01-30 11:09:00
19841110_J040137.40+225849.3,A,A7,V,A7V,3754,kA5hA8mA8,7727.0,4.063,-0.001,12.973,7729.0,4.3436,-0.0034,1.504,1.82,7.27297,885.499,J040137.40+225849.3,1984-11-10 17:58:00
19830928_J040745.85+222711.3,F,F0,,F0,3945,kA9hF4mF3,6693.0,4.142,-0.016,11.816,6696.0,4.3573,-0.0225,1.308,1.42,3.09698,318.988,J040745.85+222711.3,1983-09-28 18:58:00
19860110_J040904.59+224129.8,F,F0,,F0,3987,kA5hF2mF3,7268.0,4.091,0.175,13.219,7268.0,,0.172,1.929,,,851.848,J040904.59+224129.8,1986-01-10 14:26:00
19830928_J041238.31+232451.2,A,A6,IV,A6IV,4120,kA3hA5mA7,7623.0,4.188,-0.517,13.694,7543.0,4.3373,-0.4938,1.486,1.75,6.43609,1170.4,J041238.31+232451.2,1983-09-28 19:02:00
19830928_J040829.37+233140.0,F,F0,,F0,3969,kA7hA9mF1,7216.0,3.943,0.24,12.553,7221.0,3.9946,0.22,2.121,1.62,11.0139,853.309,J040829.37+233140.0,1983-09-28 18:58:00
19841110_J040808.34+234005.8,F,F0,,F0,3960,kA1hA5mA9,7215.0,4.025,0.211,12.618,7223.0,4.0684,0.2073,1.948,1.62,9.30468,861.444,J040808.34+234005.8,1984-11-10 17:58:00
19900129_J040559.39+234523.6,A,A7,V,A7V,3898,kA2hA6mF0,,,,14.887,7028.0,3.8731,,2.386,1.55,12.51149,2838.99,J040559.39+234523.6,1990-01-29 11:52:00
19841110_J040529.72+235746.5,F,F0,,F0,3877,kA2hA5mA8,7442.0,4.044,-0.016,12.909,7049.0,4.0209,,2.019,1.56,9.06832,893.294,J040529.72+235746.5,1984-11-10 17:58:00
19840131_J040647.58+242355.8,F,F0,,F0,3922,kA7hF3mF3,7118.0,3.852,0.424,13.282,7119.0,3.8673,0.4329,2.425,1.58,13.60766,1237.41,J040647.58+242355.8,1984-01-31 11:47:00
19851220_J032339.15+151003.3,F,F0,,F0,2726,kA7hF0mF0,7384.0,4.013,0.006,,,,,,,,,J032339.15+151003.3,1985-12-20 13:48:00
19860113_J032421.57+153459.6,F,F0,,F0,2739,kA2hA7mF2,7285.0,4.095,0.131,15.788,7296.0,4.5774,0.132,1.094,1.65,3.05522,2337.6001,J032421.57+153459.6,1986-01-13 12:01:00
19860113_J032649.25+160806.1,A,A9,V,A9V,2771,kA4hA3mA8,,,,15.121,6296.0,4.3088,,1.287,1.23,2.3451,1373.6801,J032649.25+160806.1,1986-01-13 12:01:00
19860112_J033148.58+170507.4,A,A7,V,A7V,2860,kA3hA7mA9,,,,11.678,7913.0,4.4565,0.231,1.349,1.9,6.43267,517.895,J033148.58+170507.4,1986-01-12 13:18:00
19851220_J032828.09+174009.9,A,A7,V,A7V,2803,kA3hA6mA8,,,,12.483,7286.0,4.1901,-0.149,1.704,1.64,7.37132,861.07,J032828.09+174009.9,1985-12-20 13:48:00
19860113_J031527.36+162505.8,A,A7,V,A7V,2584,kA2hA5mA8,,,,15.477,7189.0,4.3821,,1.353,1.61,4.40728,2583.8101,J031527.36+162505.8,1986-01-13 12:01:00
19860113_J031714.64+162951.6,F,F0,,F0,2620,kA7hF6mF5,6748.0,3.595,0.408,12.586,6749.0,3.5654,0.408,3.277,1.44,20.0741,1464.22,J031714.64+162951.6,1986-01-13 10:47:00
19871024_J031349.28+170803.3,A,A7,V,A7V,2551,kA4hA6mA7,7513.0,4.122,-0.333,15.649,7439.0,4.2102,,1.695,1.7,7.92678,3450.3999,J031349.28+170803.3,1987-10-24 16:09:00
19911208_J031330.71+171321.7,F,F0,,F0,2545,kA7hF4mF8,7216.0,4.044,-0.072,,,,,,,,,J031330.71+171321.7,1991-12-08 15:11:00
19911208_J031653.24+174747.1,A,A1,,A1,2613,kA7hF5mF7,9440.0,3.885,-0.141,11.694,9485.0,4.2253,,1.983,2.41,28.68096,919.914,J031653.24+174747.1,1991-12-08 15:11:00
19911208_J031542.94+175602.7,A,A1,,A1,2588,kA7hF5mF5,,,,11.486,7802.0,3.5635,,3.723,1.85,46.26291,1606.53,J031542.94+175602.7,1991-12-08 15:11:00
19851211_J031930.39+182918.0,A,A7,V,A7V,2654,kA3hA5mA8,,,,13.228,7282.0,3.9318,,2.294,1.64,13.32832,1578.35,J031930.39+182918.0,1985-12-11 15:03:00
19851220_J032312.93+183637.7,A,A6,IV,A6IV,2721,kA6hA9mF1,,,,10.967,7093.0,3.9506,,2.196,1.57,11.00043,523.326,J032312.93+183637.7,1985-12-20 13:48:00
19861205_J032242.55+185324.2,A,A7,V,A7V,2707,kA5hA8mA9,7721.0,4.141,-0.167,14.562,7619.0,3.7883,-0.201,2.819,1.78,24.12796,3687.8101,J032242.55+185324.2,1986-12-05 14:04:00
19901020_J033534.85+181735.6,F,F0,,F0,2941,kA7hF2mF1,7042.0,4.012,-0.125,12.484,7038.0,4.2096,-0.0977,1.62,1.55,5.79893,737.122,J033534.85+181735.6,1990-10-20 18:29:00
19860112_J032856.64+181542.1,A,A7,V,A7V,2812,kA5hA8mA9,,,,11.895,7830.0,3.8942,-0.033,2.551,1.86,22.03138,1075.03,J032856.64+181542.1,1986-01-12 13:18:00
19901020_J033838.67+182232.8,F,F0,,F0,3026,kA4hA7mF1,6746.0,4.121,-0.351,14.044,6721.0,4.2695,-0.3654,1.452,1.43,3.87549,1121.51,J033838.67+182232.8,1990-10-20 18:29:00
19901020_J033847.81+182841.2,F,F2,,F2,3032,kA9hF5mF8,6151.0,4.293,-0.257,11.181,6137.0,4.3794,-0.2423,1.153,1.162,1.69997,237.071,J033847.81+182841.2,1990-10-20 18:29:00
19901020_J033956.27+190458.1,F,F0,,F0,3066,kA7hF1mF1,7343.0,4.036,-0.084,12.208,7390.0,4.3636,-0.011,1.412,1.68,5.35943,509.473,J033956.27+190458.1,1990-10-20 18:30:00
19860129_J034237.55+191017.2,A,A9,V,A9V,3145,kA2hA3mA9,7019.0,4.104,-0.113,11.815,6978.0,4.2881,-0.0889,1.47,1.53,4.61569,446.488,J034237.55+191017.2,1986-01-29 10:57:00
19860112_J034139.08+191132.0,F,F0,,F0,3112,kA4hA7mA9,7403.0,3.894,0.268,13.897,7404.0,3.9691,0.268,2.231,1.69,13.47248,1818.67,J034139.08+191132.0,1986-01-12 13:18:00
19890106_J033858.32+192909.3,A,A7,V,A7V,3038,kA2hA5mA8,,,,12.919,7267.0,3.9706,,2.194,1.64,12.09008,1108.47,J033858.32+192909.3,1989-01-06 13:38:00
19901020_J033809.66+200245.9,F,F0,,F0,3016,kA3hA7mF0,7451.0,3.997,0.112,12.56,7395.0,4.1622,0.101,1.786,1.69,8.59143,807.305,J033809.66+200245.9,1990-10-20 18:30:00
19851220_J032808.75+182854.6,A,A6,IV,A6IV,2800,kA6hF2mF3,,,,,,,,,,,,J032808.75+182854.6,1985-12-20 13:48:00
19901020_J032808.58+182854.5,F,F0,,F0,2799,kA6hA9mF2,7317.0,4.248,0.022,10.143,7333.0,4.2726,0.024,1.508,1.553,5.92372,632.228,J032808.58+182854.5,1990-10-20 18:30:00
19851211_J032735.23+190900.3,F,F0,,F0,2788,kA7hF2mF1,7223.0,3.947,0.128,12.259,7210.0,3.9327,0.1323,2.277,1.62,12.63067,985.558,J032735.23+190900.3,1985-12-11 15:03:00
19860131_J033237.89+193722.5,F,F0,,F0,2874,kA6hA8mF1,7183.0,3.895,0.28,14.526,7185.0,3.9186,0.282,2.308,1.61,12.78329,2442.25,J033237.89+193722.5,1986-01-31 11:25:00
19860129_J033553.51+202207.6,A,A2,IV,A2IV,2953,kA2hA4mA6,,,,10.403,8243.0,3.536,,4.015,2.02,67.06293,868.432,J033553.51+202207.6,1986-01-29 10:57:00
19841226_J033547.60+203105.5,F,F0,,F0,2947,kA6hA8mF0,6686.0,4.222,-0.671,13.881,6694.0,4.4309,-0.6919,1.202,1.42,2.61106,832.599,J033547.60+203105.5,1984-12-26 13:36:00
19890106_J033825.25+205454.8,A,A7,V,A7V,3023,kA5hA7mA8,7389.0,4.114,-0.331,14.688,7447.0,3.962,-0.37,2.262,1.71,14.17961,2859.96,J033825.25+205454.8,1989-01-06 12:26:00
19911208_J031302.07+182044.0,F,F0,,F0,2534,kA7hF4mF6,6738.0,4.121,-0.403,15.369,6724.0,4.1181,,1.728,1.43,5.50207,2652.76,J031302.07+182044.0,1991-12-08 13:57:00
