identifier,class,subclass,luminosity_class,full_class,recno,spt,effective_temperature_1,log_surface_gravity_1,metallicity_fe_h_1,visual_magnitude,effective_temperature_2,log_surface_gravity_2,metallicity_fe_h_2,radius,mass,luminosity,distance,lamost,date
19850925_J233504.56+083212.7,F,F0,,F0,21548,kA8hF3mF3,6979.0,4.227,-0.074,11.117,6979.0,,-0.077,1.516,,,362.405,J233504.56+083212.7,1985-09-25 15:56:00
19850918_J234628.28+100522.2,A,A7,V,A7V,21565,kA5hF0mF0,7285.0,4.022,0.015,14.737,7284.0,4.0954,0.013,1.9,1.64,9.15576,2491.3701,J234628.28+100522.2,1985-09-18 15:54:00
19841117_J232919.36+093718.5,A,A7,V,A7V,21528,kA2hA9mF0,7474.0,3.961,0.264,13.898,7521.0,4.3856,,1.401,1.74,5.65998,1480.04,J232919.36+093718.5,1984-11-17 10:49:00
19841117_J232646.79+095854.3,F,F0,,F0,21511,kA4hA3mA8,6950.0,4.19,-0.562,15.07,6950.0,4.4331,-0.564,1.24,1.52,3.23147,2095.8101,J232646.79+095854.3,1984-11-17 12:03:00
19821014_J000115.19+095242.9,A,A2,IV,A2IV,13,kA1hA2mA3,,,,13.116,8763.0,4.4476,,1.467,2.2,11.43421,1238.99,J000115.19+095242.9,1982-10-14 14:19:00
19821014_J000558.88+121622.7,A,A6,IV,A6IV,81,kA2hA7mA6,,,,14.013,7804.0,4.2303,,1.728,1.85,9.97435,1928.4399,J000558.88+121622.7,1982-10-14 14:16:00
19871222_J001057.67+124733.1,A,A5,V,A5V,159,kA7hA8mF0,7637.0,3.953,-0.013,,,,,,,,,J001057.67+124733.1,1987-12-22 10:24:00
19871222_J001309.04+125313.6,A,A7,IV,A7IV,184,kA7hA5mA9,,,,12.287,6928.0,4.2043,,1.608,1.51,5.36912,701.524,J001309.04+125313.6,1987-12-22 10:24:00
19821014_J000639.56+130630.9,F,F0,,F0,93,kA3hF0mF1,7308.0,3.907,0.299,,,,,,,,,J000639.56+130630.9,1982-10-14 14:18:00
19871222_J001043.82+152730.1,F,F0,,F0,154,kA7hA8mF0,6688.0,4.18,-0.633,14.181,6635.0,3.8115,,2.426,1.39,10.27261,2306.52,J001043.82+152730.1,1987-12-22 10:24:00
19861030_J000334.30+165608.2,A,A7,V,A7V,55,kA4hA6mA8,7224.0,4.188,-0.335,12.34,7249.0,4.2875,,1.518,1.63,5.73546,734.59,J000334.30+165608.2,1986-10-30 14:03:00
19820929_J000158.54+171957.1,A,A7,V,A7V,25,kA4hA7mF0,,,,10.333,7194.0,,,5.373,,,1053.98,J000158.54+171957.1,1982-09-29 15:36:00
19820929_J235733.92+172505.5,A,A7,V,A7V,21620,kA6hA9mA9,7505.0,4.009,0.013,13.211,7511.0,4.3905,0.012,1.389,1.73,5.53602,1073.62,J235733.92+172505.5,1982-09-29 15:34:00
19820929_J000007.29+184417.1,F,F0,,F0,1,kA7hF3mF2,7080.0,4.178,-0.148,10.907,7078.0,3.475,-0.151,3.797,1.57,32.60238,981.461,J000007.29+184417.1,1982-09-29 15:41:00
19911105_J003510.63+142250.7,A,A6,,A6,403,kA7hF3mF5,,,,15.067,7477.0,4.2949,,1.547,1.72,6.73472,3005.76,J003510.63+142250.7,1991-11-05 14:45:00
19821028_J010629.49+163650.7,A,A7,V,A7V,709,kA7hF0mF0,,,,9.21,7489.0,3.9855,,2.208,1.72,13.81929,279.971,J010629.49+163650.7,1982-10-28 15:49:00
19821028_J005901.07+165426.2,F,F0,,F0,625,kA6hF1mF0,7318.0,4.009,-0.009,9.237,7362.0,4.2028,,1.696,1.674,7.61489,207.825,J005901.07+165426.2,1982-10-28 15:41:00
19881112_J005934.99+173343.3,A,A7,V,A7V,628,kA4hA6mA7,7338.0,4.169,-0.351,13.684,7455.0,4.061,,2.019,1.71,11.33842,1957.6,J005934.99+173343.3,1988-11-12 13:01:00
19841119_J011333.30+192928.5,F,F0,,F0,786,kA5hA7mA9,7472.0,4.002,0.038,10.724,7475.0,4.2631,0.039,1.604,1.72,7.23845,409.965,J011333.30+192928.5,1984-11-19 14:46:00
19821028_J010408.49+193810.4,A,A1,IV,A1IV,682,kA1hA2mA4,,,,11.372,9235.0,4.2927,,1.808,2.34,21.43247,913.328,J010408.49+193810.4,1982-10-28 15:43:00
19831016_J010300.76+215205.8,A,A6,IV,A6IV,669,kA2hA5mA8,,,,14.035,7605.0,4.3984,-0.582,1.393,1.77,5.84328,1557.6801,J010300.76+215205.8,1983-10-16 16:21:00
19820929_J001112.58+185525.0,F,F0,,F0,162,kA6hA8mF0,7260.0,4.111,-0.051,10.347,7279.0,4.1348,-0.0302,1.816,1.64,8.34032,371.68,J001112.58+185525.0,1982-09-29 15:33:00
19851004_J001638.44+191403.6,F,F0,,F0,224,kA7hF0mF0,7274.0,4.059,-0.015,11.767,7271.0,4.1277,-0.017,1.831,1.64,8.4365,749.711,J001638.44+191403.6,1985-10-04 16:11:00
19820929_J000439.35+185432.8,F,F0,,F0,65,kA5hA7mA9,6637.0,4.184,-0.727,11.586,6639.0,3.8627,-0.727,2.295,1.4,9.21939,676.358,J000439.35+185432.8,1982-09-29 16:20:00
19851004_J002141.75+202049.2,F,F0,,F0,274,kA4hA7mF1,7337.0,3.985,0.237,11.214,7343.0,4.2445,0.24,1.615,1.67,6.83074,450.496,J002141.75+202049.2,1985-10-04 16:11:00
19851004_J001840.82+223904.0,F,F0,,F0,244,kA7hF0mF0,7100.0,4.075,-0.048,13.565,7101.0,4.0568,-0.048,1.95,1.58,8.70771,1446.62,J001840.82+223904.0,1985-10-04 16:11:00
19831220_J004433.61+241919.8,A,A3,V,A3V,512,kA2hA4mA7,,,,13.779,8816.0,3.5798,,4.002,2.22,87.17544,4922.8599,J004433.61+241919.8,1983-12-20 12:01:00
19831220_J004723.06+242555.3,F,F0,,F0,531,kA5hA8mF0,7442.0,3.927,0.239,10.019,7455.0,4.1029,0.2445,1.923,1.71,10.29263,341.926,J004723.06+242555.3,1983-12-20 10:53:00
19851031_J005800.82+263121.5,A,A7,V,A7V,616,kA5hF1mF0,,,,13.53,7401.0,4.2432,,1.627,1.69,7.15468,1379.78,J005800.82+263121.5,1985-10-31 14:39:00
19881210_J003306.72+221227.1,F,F0,,F0,388,kA7hF2mF0,7095.0,4.106,-0.12,,,,,,,,,J003306.72+221227.1,1988-12-10 10:53:00
19881210_J003125.98+225722.7,F,F0,,F0,372,kA9hA8mF2,6880.0,3.885,0.238,,,,,,,,,J003125.98+225722.7,1988-12-10 10:53:00
19831220_J004139.77+251848.5,A,A7,V,A7V,478,kA5hF2mA8,7123.0,4.186,-0.49,14.534,7115.0,3.991,-0.5004,2.103,1.58,10.21227,2673.45,J004139.77+251848.5,1983-12-20 12:07:00
19881210_J002631.80+235406.5,A,A5,V,A5V,323,kA2hA7mA7,,,,12.09,7985.0,4.3167,,1.593,1.92,9.29923,914.135,J002631.80+235406.5,1988-12-10 10:53:00
19881210_J002706.63+235807.0,F,F0,,F0,333,kA4hF0mF1,7313.0,3.96,0.29,,,,,,,,,J002706.63+235807.0,1988-12-10 10:53:00
19821125_J003059.14+240151.4,F,F0,,F0,368,kA8hF1mF2,7134.0,3.875,0.169,10.05,7141.0,3.5894,0.1826,3.35,1.59,26.28775,593.607,J003059.14+240151.4,1982-11-25 11:13:00
19831011_J002639.99+251744.4,F,F0,,F0,327,kA7hA9mF1,7445.0,3.886,0.339,,,,,,,,,J002639.99+251744.4,1983-10-11 16:49:00
19821125_J002639.81+251744.2,F,F0,,F0,326,kA6hA8mF0,7445.0,3.875,0.349,10.253,7434.0,4.115,0.3533,1.891,1.7,9.84408,376.773,J002639.81+251744.2,1982-11-25 11:10:00
19830916_J005147.35+264032.2,A,A7,V,A7V,573,kA3hA5mA7,7463.0,4.191,-0.466,13.237,7468.0,4.1737,-0.461,1.778,1.72,8.86087,1138.08,J005147.35+264032.2,1983-09-16 17:08:00
19821005_J005222.96+270320.7,A,A7,V,A7V,577,kA3hA6mA8,,,,9.963,7659.0,4.16,0.1239,1.844,1.792,10.53833,335.161,J005222.96+270320.7,1982-10-05 17:26:00
19851031_J005223.13+270322.1,A,A7,V,A7V,578,kA4hA7mA8,7730.0,4.047,0.187,,,,,,,,,J005223.13+270322.1,1985-10-31 14:39:00
19821005_J003858.68+261006.5,A,A7,V,A7V,449,kA5hF2mA9,,,,12.049,7168.0,4.1767,-0.5274,1.709,1.6,6.94571,677.639,J003858.68+261006.5,1982-10-05 16:50:00
19830916_J003850.74+264807.9,F,F0,,F0,446,kA6hA3mA9,6786.0,4.143,-0.468,13.412,6788.0,4.2381,-0.4641,1.521,1.46,4.42608,1046.9,J003850.74+264807.9,1983-09-16 16:13:00
19830916_J004355.37+271017.5,F,F0,,F0,507,kA6hF1mF3,7302.0,3.878,0.437,10.497,7284.0,4.1751,0.406,1.733,1.64,7.61921,354.374,J004355.37+271017.5,1983-09-16 17:05:00
19830916_J003933.02+273029.5,A,A7,V,A7V,456,kA5hA9mF1,,,,12.727,7602.0,3.9056,-0.2459,2.456,1.77,18.15331,1479.85,J003933.02+273029.5,1983-09-16 16:13:00
19830916_J004846.74+284226.1,A,A7,V,A7V,548,kA4hA6mA8,7208.0,4.212,-0.574,13.884,7281.0,4.3589,-0.5548,1.403,1.64,4.98214,1344.0,J004846.74+284226.1,1983-09-16 16:04:00
19831202_J004537.34+284459.9,F,F0,,F0,520,kA7hF0mF1,7233.0,4.051,0.027,12.883,7264.0,3.7644,0.0738,2.781,1.64,19.40843,1596.53,J004537.34+284459.9,1983-12-02 11:04:00
19820930_J004302.12+282811.6,A,A7,V,A7V,494,kA5hF0mF0,7261.0,4.272,-0.3,9.792,7065.0,4.0121,,2.04,1.56,9.33824,293.687,J004302.12+282811.6,1982-09-30 16:52:00
19831202_J004643.89+292643.9,A,A7,V,A7V,526,kA3hA5mA8,,,,12.146,7427.0,4.2545,,1.611,1.7,7.11226,718.058,J004643.89+292643.9,1983-12-02 11:04:00
19870923_J225356.86+142948.4,A,A7,V,A7V,21212,kA2hA5mA8,,,,15.103,7261.0,4.2816,,1.533,1.64,5.88851,2860.95,J225356.86+142948.4,1987-09-23 14:14:00
19830911_J232027.27+170937.7,A,A6,V,A6V,21450,kA2hA4mA7,,,,15.418,6261.0,4.083,,1.662,1.22,3.82529,2458.02,J232027.27+170937.7,1983-09-11 16:58:00
19851129_J231940.19+174011.7,A,A7,V,A7V,21441,kA3hA8mA7,,,,15.642,7605.0,4.6235,,1.075,1.77,3.48043,2565.6001,J231940.19+174011.7,1985-11-29 10:51:00
19851129_J231135.87+181219.1,F,F0,,F0,21366,kA7hF2mF1,6512.0,4.211,-0.511,14.597,6511.0,4.1507,-0.5287,1.611,1.34,4.20552,1547.45,J231135.87+181219.1,1985-11-29 10:51:00
19841105_J232414.17+185451.9,A,A8,II,A8II,21491,kA7hF1mF1,,,,10.668,7018.0,3.725,,2.829,1.55,17.49718,613.964,J232414.17+185451.9,1984-11-05 13:59:00
19841105_J232403.83+190319.9,A,A6,IV,A6IV,21488,kA2hA7mA8,,,,12.282,7780.0,4.3851,,1.442,1.84,6.8617,739.999,J232403.83+190319.9,1984-11-05 13:59:00
19851129_J231645.86+192236.5,A,A3,V,A3V,21413,kA2hA5mA8,,,,15.106,6441.0,4.7053,,0.838,1.3,1.08937,1101.4,J231645.86+192236.5,1985-11-29 10:51:00
19841105_J232735.37+195452.3,F,F0,,F0,21519,kA2hA4mA7,,,,13.275,5917.0,3.886,,1.962,1.08,4.25227,914.851,J232735.37+195452.3,1984-11-05 13:59:00
19841013_J232656.98+201325.2,A,A5,V,A5V,21516,kA2hA8mA9,,,,15.13,7463.0,4.0337,,2.083,1.71,12.12604,3652.96,J232656.98+201325.2,1984-10-13 14:46:00
19821002_J232649.35+214201.2,A,A7,V,A7V,21513,kA1hF0mF2,,,,9.213,7322.0,4.0452,,2.024,1.658,10.60921,243.28,J232649.35+214201.2,1982-10-02 14:32:00
19851002_J224814.20+154540.6,F,F0,,F0,21169,kA7hA9mF0,7553.0,3.958,0.119,10.951,7562.0,3.9882,0.13,2.22,1.75,14.52785,657.391,J224814.20+154540.6,1985-10-02 15:15:00
19851002_J224705.97+180808.7,F,F0,,F0,21166,kA5hF1mF1,7212.0,4.012,0.086,14.613,7214.0,4.3065,0.086,1.481,1.62,5.35112,2044.53,J224705.97+180808.7,1985-10-02 14:02:00
19851002_J225124.55+184052.9,A,A7,V,A7V,21191,kA5hF0mA8,7291.0,4.165,-0.415,14.439,7293.0,3.9699,-0.414,2.202,1.65,12.35824,2602.45,J225124.55+184052.9,1985-10-02 14:02:00
19851129_J231039.37+190610.4,F,F0,,F0,21356,kA5hA9mA9,7330.0,4.118,-0.196,14.782,7328.0,4.289,-0.196,1.53,1.66,6.07932,1866.91,J231039.37+190610.4,1985-11-29 10:51:00
19851002_J224814.77+190535.3,F,F0,,F0,21170,kA5hA7mA9,7084.0,4.115,-0.425,12.748,7091.0,4.2862,-0.425,1.492,1.57,5.07396,802.585,J224814.77+190535.3,1985-10-02 15:15:00
19831015_J224029.50+214522.8,F,F0,,F0,21114,kA6hF1mF2,7115.0,4.298,-0.038,13.987,7114.0,3.7296,-0.036,2.842,1.58,18.63679,2727.26,J224029.50+214522.8,1983-10-15 14:07:00
19861209_J225039.22+204342.6,A,A5,V,A5V,21185,kA3hA5mA7,,,,11.643,7568.0,4.1588,,1.83,1.76,9.89502,640.173,J225039.22+204342.6,1986-12-09 10:34:00
19821028_J225906.40+213525.4,F,F0,,F0,21256,kA7hA9mF0,7456.0,4.018,0.166,12.515,7463.0,4.096,0.168,1.939,1.71,10.50564,1074.7,J225906.40+213525.4,1982-10-28 14:36:00
19821028_J230101.13+215240.7,F,F0,,F0,21271,kA6hA8mF0,7214.0,3.939,0.088,12.763,7218.0,4.2205,0.088,1.635,1.62,6.53941,826.407,J230101.13+215240.7,1982-10-28 14:30:00
19821028_J230309.42+220620.2,A,A7,V,A7V,21297,kA3hA8mA7,,,,10.388,6971.0,3.9306,,2.219,1.53,10.47164,435.249,J230309.42+220620.2,1982-10-28 14:30:00
19821028_J225702.31+214729.9,A,A6,IV,A6IV,21242,kA6hF1mF2,,,,11.544,6963.0,4.0357,,1.966,1.53,8.1829,613.334,J225702.31+214729.9,1982-10-28 14:25:00
19821028_J225802.85+220056.4,A,A7,V,A7V,21249,kA4hA6mA7,7494.0,4.053,-0.238,12.557,7495.0,4.349,-0.238,1.457,1.73,6.038,912.314,J225802.85+220056.4,1982-10-28 14:25:00
19861209_J225318.40+215354.3,A,A7,IV,A7IV,21202,kA2hA3mA9,6674.0,4.157,-0.556,,,,,,,,,J225318.40+215354.3,1986-12-09 10:34:00
19861209_J224320.77+214746.4,A,A7,V,A7V,21138,kA3hA9mA9,,,,10.772,7345.0,4.2428,,1.618,1.67,6.86519,400.908,J224320.77+214746.4,1986-12-09 10:34:00
19851129_J231438.83+212323.5,A,A5,V,A5V,21391,kA2hA8mA8,,,,11.388,6912.0,3.7463,,2.725,1.51,15.27208,668.932,J231438.83+212323.5,1985-11-29 12:06:00
19841105_J232132.00+211113.6,A,A6,IV,A6IV,21461,kA2hA4mA7,,,,13.269,7363.0,3.8773,,2.465,1.67,16.08525,1690.26,J232132.00+211113.6,1984-11-05 13:59:00
19821006_J231855.13+225447.5,F,F0,,F0,21434,kA4hA8mF2,7365.0,3.87,0.33,10.665,7383.0,4.0098,0.3382,2.122,1.68,12.05162,500.983,J231855.13+225447.5,1982-10-06 14:14:00
19851129_J231113.50+213200.8,F,F0,,F0,21361,kA4hA9mF1,7414.0,3.909,0.33,12.456,7395.0,4.2037,0.324,1.703,1.69,7.80884,846.371,J231113.50+213200.8,1985-11-29 12:06:00
19851129_J230856.16+214640.0,A,A9,V,A9V,21340,kF0hF3mF5,,,,12.944,6904.0,3.8884,0.231,2.306,1.5,10.88743,1123.4301,J230856.16+214640.0,1985-11-29 12:06:00
19821028_J231017.21+222102.9,A,A5,V,A5V,21351,kA4hA6mA7,6958.0,4.304,-0.804,11.586,6952.0,4.4112,-0.797,1.272,1.521,3.40416,373.143,J231017.21+222102.9,1982-10-28 14:31:00
19861201_J231725.37+234635.2,A,A7,V,A7V,21421,kA3hA6mA8,7807.0,3.956,0.259,19.01,,,,,,,,J231725.37+234635.2,1986-12-01 10:44:00
19850921_J232132.41+245644.7,F,F0,,F0,21463,kA6hF0mF1,7411.0,3.965,0.161,,,,,,,,,J232132.41+245644.7,1985-09-21 14:31:00
19821002_J232132.15+245644.8,A,A7,IV,A7IV,21462,kA6hA9mF0,7345.0,4.035,0.149,8.65,7403.0,4.1961,0.1564,1.718,1.69,7.98412,166.973,J232132.15+245644.8,1982-10-02 14:27:00
19821002_J231910.77+251353.6,F,F0,,F0,21439,kA8hF1mF1,7077.0,3.954,0.208,12.247,7073.0,4.0972,0.2306,1.855,1.57,7.75931,668.118,J231910.77+251353.6,1982-10-02 15:07:00
19851221_J232625.27+265127.5,A,A7,V,A7V,21508,kA3hA7mF0,,,,11.229,7179.0,4.1404,,1.782,1.6,7.59797,508.227,J232625.27+265127.5,1985-12-21 10:30:00
19821002_J231055.80+241757.1,A,A6,IV,A6IV,21357,kA1hA8mA7,,,,8.8,7844.0,4.1147,,1.983,1.868,13.41359,227.651,J231055.80+241757.1,1982-10-02 14:26:00
19860921_J230055.29+260250.8,A,A7,V,A7V,21270,kA2hA4mA7,,,,14.434,7431.0,4.2568,,1.606,1.7,7.08955,1997.3199,J230055.29+260250.8,1986-09-21 16:13:00
19850921_J231522.53+254531.0,F,F0,,F0,21400,kA6hF0mA9,7399.0,4.099,-0.001,11.48,7409.0,4.274,0.007,1.57,1.69,6.69335,533.009,J231522.53+254531.0,1985-09-21 14:31:00
19850921_J231742.21+262815.5,F,F0,,F0,21424,kA7hF1mF1,7208.0,4.063,-0.078,11.319,7211.0,3.914,-0.075,2.327,1.62,13.19279,726.29,J231742.21+262815.5,1985-09-21 14:31:00
19861113_J231101.04+273753.1,A,A7,V,A7V,21359,kA3hA6mA8,,,,12.765,7220.0,4.2305,,1.616,1.62,6.39621,862.06,J231101.04+273753.1,1986-11-13 12:05:00
19861113_J230444.58+272711.4,F,F0,,F0,21305,kA7hF2mF1,7215.0,4.067,-0.226,10.999,7015.0,3.9248,,2.241,1.54,10.95411,551.755,J230444.58+272711.4,1986-11-13 12:05:00
19861113_J230728.59+274836.4,A,A7,V,A7V,21328,kA6hA8mF0,,,,,,,,,,,,J230728.59+274836.4,1986-11-13 12:05:00
19851203_J000219.37+202317.2,A,A1,IV,A1IV,34,kA1hA5mA5,,,,14.996,8222.0,4.2593,,1.746,2.02,12.55204,3690.5901,J000219.37+202317.2,1985-12-03 12:04:00
19851203_J235814.75+220042.6,F,F0,,F0,21628,kA6hF1mF0,7145.0,4.114,-0.275,14.575,7153.0,4.3207,-0.273,1.448,1.6,4.94327,1840.47,J235814.75+220042.6,1985-12-03 12:04:00
19861211_J235801.03+233620.5,A,A3,IV,A3IV,21623,kA2hA3mA6,,,,15.062,6637.0,3.6728,,2.845,1.39,14.15194,4144.7798,J235801.03+233620.5,1986-12-11 11:46:00
19861205_J001351.29+235049.0,A,A7,IV,A7IV,195,kA3hA6mA8,,,,12.401,6400.0,4.3081,,1.314,1.28,2.60995,481.512,J001351.29+235049.0,1986-12-05 10:52:00
19861205_J002018.38+244106.4,A,A6,IV,A6IV,259,kA2hA4mA7,,,,14.799,,,,,,,2534.1899,J002018.38+244106.4,1986-12-05 12:03:00
19861205_J001233.21+243810.9,A,A7,IV,A7IV,175,kA7hF1mF1,7097.0,3.96,0.051,,,,,,,,,J001233.21+243810.9,1986-12-05 10:52:00
19861205_J000412.90+234030.8,A,A7,V,A7V,59,kA2hA9mA9,,,,15.458,7243.0,4.2948,,1.506,1.63,5.62106,2750.3201,J000412.90+234030.8,1986-12-05 12:03:00
19861205_J000715.95+250720.2,A,A7,V,A7V,104,kA4hF0mA9,7362.0,4.239,-0.48,15.277,7531.0,4.1861,,1.763,1.74,9.00821,3399.05,J000715.95+250720.2,1986-12-05 12:03:00
19861211_J235445.47+241220.5,F,F0,,F0,21602,kA4hA8mF1,7556.0,3.981,0.42,12.738,7053.0,3.6018,,3.271,1.56,23.85712,1609.9301,J235445.47+241220.5,1986-12-11 10:34:00
19861211_J235044.54+255759.0,A,A7,V,A7V,21579,kA5hA9mA9,7264.0,4.292,-0.383,12.948,,,,,,,995.583,J235044.54+255759.0,1986-12-11 11:46:00
19861211_J234945.99+262600.3,F,F0,,F0,21573,kA5hA7mF0,7413.0,3.885,0.268,11.512,7403.0,3.7481,,2.877,1.69,22.39425,1119.24,J234945.99+262600.3,1986-12-11 10:34:00
19861208_J234633.80+264128.6,A,A7,IV,A7IV,21567,kA7hF2mF2,,,,12.441,6784.0,3.5436,,3.384,1.46,21.84796,1394.01,J234633.80+264128.6,1986-12-08 10:25:00
19861208_J235822.74+273601.2,F,F0,,F0,21630,kA8hA9mF2,7175.0,3.849,0.304,11.183,6986.0,3.6782,,2.967,1.53,18.8854,816.16,J235822.74+273601.2,1986-12-08 10:25:00
19861211_J000039.77+280531.4,A,A7,V,A7V,7,kA4hA8mA9,,,,,,,,,,,,J000039.77+280531.4,1986-12-11 10:34:00
19831011_J002711.72+280745.4,A,A7,V,A7V,335,kA2hA5mA9,,,,13.744,7376.0,4.0455,,2.037,1.68,11.06391,2006.76,J002711.72+280745.4,1983-10-11 16:49:00
19831011_J002150.71+274522.4,A,A6,IV,A6IV,277,kA3hA5mA7,,,,15.171,7703.0,4.4938,,1.262,1.81,5.04977,2414.79,J002150.71+274522.4,1983-10-11 15:22:00
19850923_J003415.29+281107.6,A,A6,V,A6V,394,kA2hA3mA7,,,,15.361,6276.0,4.7575,,0.768,1.23,0.82392,1098.3199,J003415.29+281107.6,1985-09-23 16:53:00
19830916_J003855.34+283228.9,A,A6,IV,A6IV,447,kA3hA7mA8,,,,10.963,8104.0,4.013,0.279,2.29,1.97,20.36946,794.063,J003855.34+283228.9,1983-09-16 17:15:00
19831202_J004251.70+302935.7,A,A7,V,A7V,491,kA6hA8mA9,,,,10.618,7237.0,3.762,,2.781,1.63,19.10821,649.095,J004251.70+302935.7,1983-12-02 11:04:00
19831202_J003721.03+305109.9,A,A6,IV,A6IV,427,kA4hA7mA8,7919.0,4.036,0.08,11.588,7907.0,4.0806,,2.075,1.89,15.15838,851.497,J003721.03+305109.9,1983-12-02 11:04:00
19831202_J003525.78+303411.6,F,F0,,F0,405,kA6hA9mF0,7439.0,3.972,0.132,11.847,7437.0,4.1995,0.13,1.716,1.7,8.11343,727.508,J003525.78+303411.6,1983-12-02 11:04:00
19821124_J003241.25+314626.6,A,A1,IV,A1IV,380,kA1hA2mA4,,,,12.482,7999.0,4.3599,,1.52,1.93,8.52207,913.581,J003241.25+314626.6,1982-11-24 12:26:00
19831222_J000713.18+281720.1,F,F0,,F0,102,kA7hA9mF0,7427.0,3.973,0.115,12.092,7420.0,3.9019,0.1123,2.417,1.7,15.95685,1044.92,J000713.18+281720.1,1983-12-22 10:51:00
19831222_J000627.28+284330.4,A,A7,V,A7V,88,kA5hF0mF0,7365.0,4.209,-0.354,14.25,7368.0,4.2187,-0.3649,1.669,1.68,7.39133,1989.17,J000627.28+284330.4,1983-12-22 10:51:00
19821126_J001511.38+294403.7,F,F0,,F0,209,kA6hF0mA9,7409.0,4.052,-0.01,13.011,7454.0,4.2979,-0.0264,1.537,1.71,6.56741,1080.3,J001511.38+294403.7,1982-11-26 11:39:00
19821126_J000759.40+302046.7,A,A6,IV,A6IV,115,kA3hA7mA7,,,,12.138,7121.0,,,,,,788.935,J000759.40+302046.7,1982-11-26 11:36:00
19821126_J000248.32+292313.3,F,F0,,F0,42,kA7hF1mF0,7223.0,3.947,-0.036,11.758,7246.0,4.0328,-0.0474,2.036,1.63,10.29114,656.706,J000248.32+292313.3,1982-11-26 11:29:00
19821126_J001904.13+315417.6,A,A7,V,A7V,248,kA4hA7mF0,,,,10.457,7465.0,3.6085,0.395,3.398,1.71,32.3152,743.31,J001904.13+315417.6,1982-11-26 12:50:00
19821124_J002930.46+315313.3,A,A7,V,A7V,355,kA3hA7mA9,,,,11.46,7413.0,4.2416,,1.63,1.69,7.2286,581.996,J002930.46+315313.3,1982-11-24 12:20:00
19821124_J002718.45+325612.3,A,A7,V,A7V,337,kA5hA7mA9,,,,10.331,7275.0,4.0164,,2.081,1.64,10.92859,392.826,J002718.45+325612.3,1982-11-24 11:47:00
19821124_J002516.96+330403.6,A,A7,V,A7V,311,kA4hA5mA8,,,,13.104,7336.0,,-0.3118,1.513,,,799.108,J002516.96+330403.6,1982-11-24 12:23:00
19841223_J002548.95+333753.2,A,A6,IV,A6IV,316,kA1hA3mA6,,,,15.934,6454.0,4.7686,,0.782,1.31,0.95656,1541.38,J002548.95+333753.2,1984-12-23 11:03:00
19911201_J001623.19+340108.7,F,F0,,F0,221,kA7hF3mF1,7386.0,3.916,0.276,,,,,,,,,J001623.19+340108.7,1991-12-01 11:02:00
19841223_J002205.18+331853.0,A,A7,V,A7V,280,kA7hF0mF1,7375.0,4.128,-0.13,15.612,7375.0,4.2688,-0.13,1.575,1.68,6.61156,3598.8799,J002205.18+331853.0,1984-12-23 11:03:00
19821124_J002340.42+343517.7,A,A7,V,A7V,296,kA7hA9mF0,,,,11.249,7246.0,3.9174,,2.325,1.63,13.42667,632.621,J002340.42+343517.7,1982-11-24 12:23:00
19851221_J233653.24+265429.3,F,F0,,F0,21550,kA5hA7mA9,7382.0,3.978,0.055,,,,,,,,,J233653.24+265429.3,1985-12-21 10:30:00
19811027_J233854.43+290556.5,A,A7,V,A7V,21553,kA3hA9mA9,7366.0,3.896,0.198,14.32,7419.0,3.8331,0.223,2.616,1.7,18.68287,2904.9299,J233854.43+290556.5,1981-10-27 12:56:00
19861208_J235710.43+301826.8,F,F0,,F0,21616,kA5hA9mA9,7323.0,4.217,-0.092,13.708,7428.0,,0.042,,,,897.812,J235710.43+301826.8,1986-12-08 10:25:00
19861208_J235636.54+304630.8,F,F0,,F0,21613,kA6hA8mF1,7326.0,3.886,0.319,,,,,,,,,J235636.54+304630.8,1986-12-08 10:25:00
19871215_J235308.92+304503.3,A,A7,V,A7V,21588,kA6hA8mF0,7600.0,4.146,-0.064,,,,,,,,,J235308.92+304503.3,1987-12-15 11:06:00
19851221_J234331.02+285305.2,A,A6,IV,A6IV,21560,kA4hF0mA9,,,,12.938,6816.0,3.8211,,2.467,1.47,11.83372,1243.21,J234331.02+285305.2,1985-12-21 10:30:00
19851221_J233927.98+295943.6,F,F0,,F0,21556,kA6hA9mA9,7411.0,3.945,0.064,11.865,7411.0,4.1238,0.065,1.867,1.69,9.46981,818.32,J233927.98+295943.6,1985-12-21 10:30:00
19861208_J234613.64+304503.9,F,F0,,F0,21564,kA6hA9mF0,7355.0,3.93,0.204,11.494,7277.0,4.1777,,1.728,1.64,7.54588,633.924,J234613.64+304503.9,1986-12-08 10:25:00
19840929_J232052.50+284552.7,A,A7,V,A7V,21456,kA3hA7mF0,,,,13.315,,,,,,,1223.42,J232052.50+284552.7,1984-09-29 14:31:00
19840929_J232042.38+293703.1,A,A6,IV,A6IV,21452,kA3hA7mA9,,,,11.5,7615.0,3.9804,,2.253,1.77,15.38201,875.812,J232042.38+293703.1,1984-09-29 14:51:00
19840929_J232326.70+311433.5,A,A7,V,A7V,21481,kA4hA8mA8,,,,13.74,6656.0,3.5445,,3.31,1.4,19.37418,2113.96,J232326.70+311433.5,1984-09-29 14:51:00
19871215_J234159.79+323407.9,A,A7,V,A7V,21559,kA4hA9mA8,7537.0,4.234,-0.384,,,,,,,,,J234159.79+323407.9,1987-12-15 11:06:00
